Agent ID,Agent Name,Branch ID,Agent Type,Seniority Years,Sales Region,Active Flag
5895,Piotr Nowak,93,Agent wyłączny,6,Centrum,Yes
5896,Krzysztof Kowalski,237,Agent wyłączny,1,Centrum,Yes
5897,Piotr Kamiński,64,Broker,12,Południe,Yes
5898,Piotr Kowalski,387,Direct Sales,7,Południe,Yes
5899,Piotr Szymański,335,Partner,20,Północ,Yes
5900,Krzysztof Wiśniewski,84,Direct Sales,20,Centrum,Yes
5901,Magdalena Szymański,415,Broker,1,Wschód,Yes
5902,Monika Lewandowski,362,Agent wyłączny,2,Północ,Yes
5903,Piotr Szymański,276,Agent wyłączny,13,Północ,Yes
5904,Jakub Woźniak,60,Partner,5,Centrum,Yes
5905,Katarzyna Kowalczyk,413,Broker,8,Północ,Yes
5906,Marta Woźniak,71,Multiagent,9,Południe,Yes
5907,Krzysztof Kamiński,40,Agent wyłączny,16,Południe,Yes
5908,Adam Szymański,179,Multiagent,17,Wschód,Yes
5909,Ewa Nowak,121,Agent wyłączny,0,Zachód,Yes
5910,Paweł Kowalczyk,115,Broker,20,Północ,Yes
5911,Krzysztof Szymański,279,Direct Sales,18,Centrum,Yes
5912,Anna Wójcik,113,Agent wyłączny,17,Wschód,Yes
5913,Magdalena Zieliński,332,Multiagent,15,Południe,Yes
5914,Piotr Lewandowski,71,Agent wyłączny,10,Centrum,No
5915,Katarzyna Zieliński,79,Multiagent,14,Centrum,Yes
5916,Ewa Kowalczyk,212,Agent wyłączny,19,Północ,Yes
5917,Krzysztof Kamiński,134,Agent wyłączny,3,Południe,Yes
5918,Piotr Nowak,87,Multiagent,7,Południe,Yes
5919,Monika Kamiński,128,Partner,16,Wschód,Yes
5920,Marcin Kowalczyk,337,Multiagent,3,Północ,Yes
5921,Adam Lewandowski,360,Multiagent,16,Zachód,Yes
5922,Piotr Wójcik,339,Agent wyłączny,3,Wschód,Yes
5923,Anna Kowalczyk,45,Multiagent,7,Południe,Yes
5924,Katarzyna Wiśniewski,74,Agent wyłączny,18,Południe,Yes
5925,Adam Zieliński,185,Broker,20,Centrum,Yes
5926,Marta Kowalczyk,328,Agent wyłączny,11,Zachód,Yes
5927,Jakub Kamiński,96,Partner,0,Zachód,Yes
5928,Ewa Nowak,310,Multiagent,5,Centrum,Yes
5929,Anna Szymański,309,Broker,1,Zachód,Yes
5930,Agnieszka Kamiński,12,Agent wyłączny,0,Zachód,Yes
5931,Ewa Zieliński,158,Agent wyłączny,11,Północ,Yes
5932,Jakub Wiśniewski,251,Broker,16,Północ,Yes
5933,Monika Wójcik,224,Agent wyłączny,1,Centrum,No
5934,Michał Nowak,234,Agent wyłączny,3,Centrum,No
5935,Marcin Szymański,8,Broker,10,Północ,Yes
5936,Jakub Szymański,241,Direct Sales,2,Zachód,Yes
5937,Katarzyna Kowalski,313,Direct Sales,8,Centrum,Yes
5938,Piotr Woźniak,327,Partner,7,Północ,Yes
5939,Katarzyna Wójcik,27,Multiagent,18,Północ,Yes
5940,Krzysztof Wójcik,266,Partner,20,Południe,Yes
5941,Krzysztof Nowak,67,Multiagent,5,Północ,Yes
5942,Agnieszka Wiśniewski,363,Direct Sales,6,Północ,Yes
5943,Anna Wiśniewski,413,Multiagent,9,Centrum,Yes
5944,Ewa Wiśniewski,361,Broker,18,Centrum,Yes
5945,Jakub Kamiński,24,Multiagent,6,Centrum,Yes
5946,Krzysztof Wójcik,335,Multiagent,9,Zachód,Yes
5947,Tomasz Kowalski,308,Agent wyłączny,7,Zachód,Yes
5948,Monika Nowak,127,Direct Sales,1,Zachód,Yes
5949,Paweł Szymański,253,Broker,6,Wschód,No
5950,Joanna Wójcik,117,Agent wyłączny,15,Wschód,Yes
5951,Ewa Nowak,157,Multiagent,11,Północ,Yes
5952,Krzysztof Szymański,292,Broker,4,Północ,Yes
5953,Marta Wójcik,161,Agent wyłączny,4,Północ,Yes
5954,Marta Wójcik,107,Partner,10,Zachód,Yes
5955,Piotr Wójcik,30,Agent wyłączny,2,Centrum,Yes
5956,Monika Nowak,316,Multiagent,17,Północ,Yes
5957,Marta Zieliński,285,Broker,15,Wschód,Yes
5958,Paweł Kowalski,193,Agent wyłączny,3,Południe,No
5959,Jakub Kowalczyk,117,Direct Sales,16,Zachód,Yes
5960,Krzysztof Kowalczyk,35,Partner,11,Zachód,Yes
5961,Agnieszka Szymański,270,Agent wyłączny,19,Północ,Yes
5962,Ewa Nowak,404,Multiagent,16,Południe,Yes
5963,Monika Zieliński,367,Agent wyłączny,10,Wschód,Yes
5964,Ewa Zieliński,331,Multiagent,12,Północ,Yes
5965,Marta Zieliński,172,Broker,12,Zachód,Yes
5966,Anna Szymański,348,Partner,12,Wschód,Yes
5967,Joanna Szymański,140,Agent wyłączny,10,Zachód,Yes
5968,Monika Szymański,97,Broker,19,Zachód,Yes
5969,Marcin Nowak,319,Multiagent,18,Zachód,Yes
5970,Marta Kowalczyk,144,Multiagent,12,Zachód,Yes
5971,Tomasz Wójcik,247,Partner,4,Wschód,Yes
5972,Jakub Woźniak,404,Broker,17,Południe,Yes
5973,Magdalena Szymański,28,Agent wyłączny,0,Południe,Yes
5974,Joanna Lewandowski,389,Broker,17,Wschód,Yes
5975,Piotr Kamiński,364,Multiagent,0,Południe,Yes
5976,Joanna Zieliński,29,Agent wyłączny,1,Wschód,Yes
5977,Joanna Kowalczyk,416,Direct Sales,7,Północ,Yes
5978,Jakub Wiśniewski,135,Agent wyłączny,9,Wschód,Yes
5979,Krzysztof Kamiński,44,Agent wyłączny,13,Centrum,Yes
5980,Jakub Woźniak,379,Partner,3,Zachód,Yes
5981,Ewa Wiśniewski,138,Multiagent,19,Południe,Yes
5982,Paweł Wójcik,2,Agent wyłączny,1,Wschód,No
5983,Marcin Wójcik,407,Direct Sales,17,Wschód,Yes
5984,Monika Wiśniewski,169,Multiagent,15,Wschód,Yes
5985,Michał Lewandowski,408,Partner,18,Wschód,Yes
5986,Anna Zieliński,257,Agent wyłączny,11,Centrum,Yes
5987,Anna Lewandowski,405,Agent wyłączny,8,Centrum,No
5988,Michał Wójcik,94,Multiagent,6,Południe,Yes
5989,Piotr Zieliński,309,Partner,12,Centrum,Yes
5990,Tomasz Kowalski,359,Agent wyłączny,9,Zachód,Yes
5991,Jakub Wiśniewski,28,Agent wyłączny,10,Południe,Yes
5992,Jakub Nowak,317,Agent wyłączny,19,Południe,Yes
5993,Magdalena Szymański,169,Agent wyłączny,3,Wschód,Yes
5994,Piotr Szymański,232,Agent wyłączny,18,Zachód,Yes
5995,Magdalena Kowalski,190,Agent wyłączny,12,Centrum,Yes
5996,Anna Wójcik,420,Multiagent,8,Południe,Yes
5997,Jakub Kowalski,150,Agent wyłączny,19,Wschód,Yes
5998,Tomasz Woźniak,191,Agent wyłączny,7,Centrum,Yes
5999,Ewa Lewandowski,383,Broker,8,Wschód,Yes
6000,Anna Wiśniewski,364,Agent wyłączny,16,Wschód,Yes
6001,Ewa Lewandowski,304,Agent wyłączny,17,Centrum,Yes
6002,Katarzyna Lewandowski,402,Multiagent,9,Północ,Yes
6003,Anna Zieliński,305,Multiagent,12,Centrum,No
6004,Piotr Woźniak,316,Multiagent,14,Północ,Yes
6005,Jakub Szymański,6,Broker,11,Południe,Yes
6006,Jakub Zieliński,374,Multiagent,9,Północ,Yes
6007,Jakub Kowalczyk,254,Partner,3,Centrum,Yes
6008,Paweł Wiśniewski,193,Multiagent,10,Centrum,Yes
6009,Ewa Lewandowski,139,Broker,12,Południe,Yes
6010,Michał Lewandowski,141,Agent wyłączny,3,Północ,Yes
6011,Adam Lewandowski,285,Broker,14,Wschód,Yes
6012,Agnieszka Kamiński,39,Agent wyłączny,17,Północ,Yes
6013,Jakub Wójcik,286,Multiagent,18,Południe,Yes
6014,Krzysztof Zieliński,80,Agent wyłączny,0,Północ,Yes
6015,Tomasz Wiśniewski,315,Agent wyłączny,5,Wschód,Yes
6016,Paweł Kowalczyk,358,Direct Sales,11,Wschód,Yes
6017,Anna Szymański,275,Partner,15,Północ,Yes
6018,Tomasz Kowalski,86,Partner,20,Południe,Yes
6019,Piotr Kowalczyk,62,Broker,20,Południe,Yes
6020,Adam Nowak,171,Agent wyłączny,13,Południe,Yes
6021,Marta Zieliński,234,Agent wyłączny,13,Wschód,Yes
6022,Marcin Zieliński,16,Multiagent,14,Zachód,Yes
6023,Tomasz Lewandowski,302,Direct Sales,20,Zachód,Yes
6024,Michał Woźniak,417,Agent wyłączny,4,Wschód,Yes
6025,Anna Kowalski,290,Agent wyłączny,14,Centrum,Yes
6026,Monika Kamiński,6,Multiagent,20,Południe,Yes
6027,Piotr Szymański,13,Direct Sales,14,Centrum,Yes
6028,Krzysztof Wójcik,122,Direct Sales,11,Wschód,Yes
6029,Piotr Nowak,179,Multiagent,19,Północ,Yes
6030,Ewa Kowalski,314,Broker,19,Północ,Yes
6031,Magdalena Nowak,326,Multiagent,7,Południe,Yes
6032,Ewa Kowalczyk,36,Direct Sales,5,Centrum,Yes
6033,Joanna Wójcik,232,Agent wyłączny,2,Południe,No
6034,Tomasz Kamiński,223,Multiagent,18,Wschód,Yes
6035,Agnieszka Kamiński,50,Broker,15,Centrum,Yes
6036,Anna Wiśniewski,157,Broker,16,Wschód,Yes
6037,Marta Szymański,387,Partner,1,Południe,Yes
6038,Joanna Nowak,339,Agent wyłączny,5,Zachód,Yes
6039,Katarzyna Kowalski,119,Multiagent,5,Zachód,Yes
6040,Agnieszka Lewandowski,334,Multiagent,14,Północ,Yes
6041,Marcin Lewandowski,29,Agent wyłączny,3,Południe,Yes
6042,Krzysztof Wójcik,156,Agent wyłączny,1,Północ,Yes
6043,Tomasz Wójcik,44,Multiagent,16,Zachód,Yes
6044,Ewa Wiśniewski,87,Agent wyłączny,17,Centrum,Yes
6045,Marta Lewandowski,292,Agent wyłączny,6,Wschód,Yes
6046,Marta Lewandowski,416,Multiagent,10,Południe,Yes
6047,Marcin Lewandowski,156,Broker,16,Północ,Yes
6048,Krzysztof Wójcik,46,Broker,1,Północ,Yes
6049,Monika Woźniak,408,Direct Sales,9,Zachód,Yes
6050,Joanna Wójcik,413,Broker,16,Południe,Yes
6051,Joanna Zieliński,353,Direct Sales,2,Centrum,Yes
6052,Krzysztof Nowak,137,Broker,7,Zachód,Yes
6053,Anna Woźniak,266,Agent wyłączny,19,Wschód,Yes
6054,Tomasz Kowalczyk,137,Agent wyłączny,5,Wschód,Yes
6055,Paweł Wójcik,65,Broker,15,Centrum,Yes
6056,Katarzyna Kamiński,218,Partner,8,Centrum,Yes
6057,Ewa Kowalczyk,71,Multiagent,6,Centrum,Yes
6058,Monika Kowalczyk,120,Broker,4,Północ,Yes
6059,Jakub Szymański,95,Agent wyłączny,11,Centrum,Yes
6060,Agnieszka Nowak,40,Multiagent,13,Północ,Yes
6061,Michał Woźniak,72,Direct Sales,8,Zachód,Yes
6062,Agnieszka Nowak,269,Agent wyłączny,3,Centrum,Yes
6063,Marcin Zieliński,277,Broker,1,Północ,Yes
6064,Agnieszka Kowalczyk,230,Agent wyłączny,7,Wschód,Yes
6065,Ewa Kowalczyk,404,Agent wyłączny,16,Centrum,Yes
6066,Adam Kowalski,366,Agent wyłączny,12,Północ,Yes
6067,Piotr Kamiński,334,Partner,2,Centrum,Yes
6068,Marta Szymański,147,Agent wyłączny,9,Wschód,Yes
6069,Tomasz Kowalski,279,Multiagent,4,Zachód,Yes
6070,Magdalena Lewandowski,128,Partner,4,Centrum,Yes
6071,Krzysztof Wiśniewski,251,Multiagent,18,Północ,Yes
6072,Marcin Kowalczyk,48,Broker,4,Centrum,Yes
6073,Joanna Nowak,392,Direct Sales,2,Wschód,Yes
6074,Marcin Wiśniewski,381,Multiagent,6,Północ,No
6075,Agnieszka Nowak,354,Agent wyłączny,14,Północ,Yes
6076,Tomasz Zieliński,201,Multiagent,16,Centrum,Yes
6077,Monika Kowalczyk,45,Broker,10,Południe,Yes
6078,Tomasz Wiśniewski,413,Direct Sales,10,Centrum,Yes
6079,Krzysztof Woźniak,26,Agent wyłączny,12,Centrum,Yes
6080,Michał Kowalski,338,Broker,11,Południe,Yes
6081,Adam Kamiński,61,Agent wyłączny,8,Zachód,Yes
6082,Marta Nowak,258,Broker,8,Centrum,Yes
6083,Agnieszka Szymański,305,Multiagent,15,Wschód,Yes
6084,Michał Nowak,113,Broker,7,Zachód,Yes
6085,Marcin Szymański,413,Broker,11,Zachód,Yes
6086,Adam Szymański,261,Agent wyłączny,10,Północ,No
6087,Agnieszka Kowalczyk,45,Broker,19,Zachód,Yes
6088,Jakub Wiśniewski,179,Multiagent,19,Zachód,Yes
6089,Piotr Szymański,262,Multiagent,3,Centrum,Yes
6090,Adam Wiśniewski,15,Agent wyłączny,9,Centrum,Yes
6091,Jakub Szymański,417,Direct Sales,19,Zachód,Yes
6092,Katarzyna Wiśniewski,92,Multiagent,5,Centrum,Yes
6093,Anna Kowalczyk,36,Agent wyłączny,0,Wschód,Yes
6094,Monika Nowak,338,Partner,8,Wschód,Yes
6095,Marta Wiśniewski,348,Agent wyłączny,1,Zachód,Yes
6096,Monika Wiśniewski,95,Agent wyłączny,9,Centrum,Yes
6097,Michał Wiśniewski,307,Agent wyłączny,2,Centrum,Yes
6098,Ewa Szymański,198,Multiagent,14,Południe,Yes
6099,Agnieszka Lewandowski,404,Agent wyłączny,17,Południe,Yes
6100,Anna Kamiński,9,Agent wyłączny,12,Północ,Yes
6101,Marcin Wiśniewski,330,Multiagent,16,Wschód,Yes
6102,Paweł Woźniak,324,Agent wyłączny,1,Wschód,Yes
6103,Krzysztof Kowalczyk,115,Agent wyłączny,5,Północ,Yes
6104,Anna Nowak,117,Agent wyłączny,20,Centrum,Yes
6105,Joanna Woźniak,22,Agent wyłączny,12,Wschód,Yes
6106,Marta Kowalski,319,Multiagent,0,Centrum,Yes
6107,Piotr Woźniak,170,Multiagent,5,Zachód,Yes
6108,Jakub Lewandowski,353,Agent wyłączny,13,Zachód,Yes
6109,Monika Wójcik,111,Direct Sales,16,Południe,No
6110,Agnieszka Wiśniewski,201,Broker,0,Północ,Yes
6111,Marta Szymański,384,Direct Sales,16,Zachód,Yes
6112,Adam Kamiński,81,Broker,5,Północ,Yes
6113,Krzysztof Kowalski,331,Direct Sales,17,Północ,Yes
6114,Monika Wójcik,333,Direct Sales,14,Północ,Yes
6115,Marcin Kamiński,278,Agent wyłączny,20,Zachód,Yes
6116,Katarzyna Kowalski,399,Partner,16,Centrum,No
6117,Paweł Wójcik,364,Agent wyłączny,5,Wschód,Yes
6118,Katarzyna Lewandowski,418,Agent wyłączny,3,Wschód,Yes
6119,Jakub Wiśniewski,53,Multiagent,19,Wschód,Yes
6120,Michał Kowalczyk,149,Multiagent,12,Zachód,Yes
6121,Adam Kamiński,17,Broker,10,Centrum,Yes
6122,Piotr Szymański,13,Agent wyłączny,15,Zachód,Yes
6123,Krzysztof Nowak,99,Broker,1,Zachód,Yes
6124,Tomasz Kowalski,149,Agent wyłączny,20,Północ,No
6125,Piotr Kamiński,179,Agent wyłączny,16,Północ,Yes
6126,Jakub Szymański,301,Multiagent,12,Centrum,Yes
6127,Marta Wójcik,135,Direct Sales,16,Centrum,Yes
6128,Monika Nowak,52,Multiagent,15,Północ,Yes
6129,Magdalena Kowalczyk,410,Agent wyłączny,3,Zachód,Yes
6130,Marcin Wójcik,367,Direct Sales,20,Północ,Yes
6131,Ewa Zieliński,66,Partner,0,Południe,Yes
6132,Jakub Kowalczyk,274,Agent wyłączny,13,Centrum,Yes
6133,Krzysztof Zieliński,357,Agent wyłączny,7,Centrum,Yes
6134,Monika Kamiński,282,Agent wyłączny,20,Centrum,Yes
6135,Adam Wiśniewski,307,Direct Sales,18,Wschód,Yes
6136,Magdalena Lewandowski,293,Agent wyłączny,6,Centrum,Yes
6137,Marcin Zieliński,164,Direct Sales,8,Zachód,Yes
6138,Adam Zieliński,168,Broker,16,Centrum,Yes
6139,Agnieszka Kamiński,370,Broker,2,Północ,Yes
6140,Katarzyna Szymański,136,Agent wyłączny,12,Zachód,Yes
6141,Michał Wiśniewski,55,Broker,3,Zachód,Yes
6142,Michał Wiśniewski,402,Broker,5,Południe,Yes
6143,Piotr Wójcik,31,Agent wyłączny,0,Zachód,Yes
6144,Piotr Szymański,192,Agent wyłączny,16,Zachód,Yes
6145,Marcin Zieliński,276,Agent wyłączny,1,Zachód,Yes
6146,Jakub Kowalski,386,Agent wyłączny,12,Wschód,No
6147,Paweł Szymański,87,Agent wyłączny,8,Wschód,Yes
6148,Agnieszka Zieliński,284,Agent wyłączny,1,Wschód,Yes
6149,Agnieszka Wójcik,85,Multiagent,6,Południe,Yes
6150,Paweł Lewandowski,372,Direct Sales,5,Wschód,Yes
6151,Adam Wójcik,393,Agent wyłączny,6,Zachód,Yes
6152,Marta Kowalczyk,74,Agent wyłączny,1,Południe,Yes
6153,Magdalena Kamiński,97,Broker,20,Południe,Yes
6154,Tomasz Kamiński,9,Agent wyłączny,2,Południe,Yes
6155,Agnieszka Kowalski,214,Partner,3,Centrum,Yes
6156,Ewa Kowalski,342,Multiagent,9,Centrum,Yes
6157,Anna Lewandowski,379,Partner,17,Wschód,Yes
6158,Piotr Wójcik,414,Partner,5,Centrum,Yes
6159,Marta Zieliński,47,Broker,16,Północ,Yes
6160,Krzysztof Wiśniewski,206,Partner,6,Południe,Yes
6161,Paweł Zieliński,242,Agent wyłączny,8,Centrum,Yes
6162,Krzysztof Szymański,167,Agent wyłączny,19,Północ,Yes
6163,Paweł Wiśniewski,77,Multiagent,4,Południe,Yes
6164,Anna Woźniak,16,Direct Sales,8,Północ,Yes
6165,Paweł Nowak,220,Broker,3,Centrum,No
6166,Adam Kamiński,416,Multiagent,16,Południe,Yes
6167,Marta Lewandowski,200,Multiagent,19,Wschód,Yes
6168,Marcin Szymański,51,Partner,3,Północ,Yes
6169,Tomasz Nowak,97,Multiagent,9,Południe,Yes
6170,Monika Wójcik,108,Agent wyłączny,16,Północ,Yes
6171,Paweł Wójcik,189,Multiagent,20,Południe,Yes
6172,Anna Wiśniewski,408,Agent wyłączny,12,Północ,Yes
6173,Katarzyna Nowak,333,Partner,3,Północ,Yes
6174,Agnieszka Zieliński,277,Agent wyłączny,18,Wschód,Yes
6175,Agnieszka Lewandowski,85,Multiagent,2,Centrum,Yes
6176,Adam Zieliński,237,Agent wyłączny,4,Północ,Yes
6177,Adam Wiśniewski,81,Multiagent,6,Północ,Yes
6178,Joanna Kamiński,299,Agent wyłączny,6,Wschód,Yes
6179,Katarzyna Nowak,77,Agent wyłączny,2,Południe,Yes
6180,Agnieszka Szymański,268,Agent wyłączny,18,Wschód,Yes
6181,Krzysztof Zieliński,413,Multiagent,10,Wschód,Yes
6182,Michał Zieliński,15,Broker,9,Południe,Yes
6183,Marcin Szymański,398,Agent wyłączny,17,Wschód,Yes
6184,Adam Nowak,362,Direct Sales,0,Północ,Yes
6185,Jakub Szymański,418,Multiagent,4,Wschód,Yes
6186,Ewa Woźniak,411,Multiagent,5,Północ,Yes
6187,Katarzyna Kamiński,61,Multiagent,13,Centrum,Yes
6188,Anna Wiśniewski,363,Agent wyłączny,11,Centrum,Yes
6189,Paweł Nowak,366,Agent wyłączny,17,Północ,Yes
6190,Ewa Szymański,39,Broker,12,Centrum,No
6191,Piotr Kowalski,417,Partner,6,Zachód,No
6192,Tomasz Kowalczyk,190,Multiagent,2,Południe,Yes
6193,Paweł Szymański,281,Direct Sales,13,Centrum,Yes
6194,Magdalena Kowalczyk,116,Agent wyłączny,18,Północ,Yes
6195,Ewa Kowalski,226,Direct Sales,4,Centrum,Yes
6196,Ewa Wójcik,387,Multiagent,6,Zachód,Yes
6197,Paweł Szymański,285,Agent wyłączny,18,Wschód,Yes
6198,Agnieszka Zieliński,81,Agent wyłączny,7,Północ,Yes
6199,Michał Kowalczyk,342,Multiagent,0,Zachód,Yes
6200,Monika Woźniak,135,Multiagent,4,Wschód,Yes
6201,Adam Lewandowski,88,Partner,10,Północ,No
6202,Katarzyna Woźniak,223,Agent wyłączny,20,Centrum,Yes
6203,Adam Lewandowski,116,Multiagent,15,Południe,Yes
6204,Adam Wójcik,400,Direct Sales,19,Południe,Yes
6205,Michał Woźniak,153,Multiagent,14,Zachód,Yes
6206,Marta Wójcik,223,Direct Sales,17,Północ,Yes
6207,Anna Nowak,55,Multiagent,5,Południe,Yes
6208,Krzysztof Zieliński,167,Agent wyłączny,1,Zachód,Yes
6209,Anna Wójcik,358,Agent wyłączny,19,Wschód,Yes
6210,Marta Lewandowski,406,Multiagent,14,Południe,Yes
6211,Krzysztof Wójcik,350,Partner,16,Północ,Yes
6212,Agnieszka Nowak,242,Agent wyłączny,12,Południe,Yes
6213,Katarzyna Wójcik,291,Direct Sales,3,Wschód,Yes
6214,Agnieszka Kowalczyk,161,Broker,3,Północ,Yes
6215,Katarzyna Wójcik,104,Multiagent,14,Wschód,Yes
6216,Michał Kowalski,20,Multiagent,0,Centrum,Yes
6217,Marta Woźniak,17,Agent wyłączny,9,Centrum,Yes
6218,Magdalena Szymański,236,Agent wyłączny,19,Północ,Yes
6219,Krzysztof Lewandowski,25,Agent wyłączny,12,Południe,Yes
6220,Monika Szymański,370,Broker,17,Północ,Yes
6221,Anna Wiśniewski,305,Agent wyłączny,18,Zachód,Yes
6222,Joanna Lewandowski,104,Direct Sales,18,Północ,Yes
6223,Monika Kowalczyk,187,Agent wyłączny,7,Centrum,Yes
6224,Michał Wójcik,226,Multiagent,3,Północ,No
6225,Jakub Woźniak,243,Agent wyłączny,10,Zachód,Yes
6226,Adam Nowak,317,Agent wyłączny,2,Zachód,Yes
6227,Krzysztof Woźniak,343,Broker,4,Północ,Yes
6228,Marcin Nowak,391,Multiagent,1,Południe,Yes
6229,Anna Wójcik,244,Agent wyłączny,3,Zachód,No
6230,Tomasz Lewandowski,61,Multiagent,16,Północ,Yes
6231,Monika Kowalski,237,Direct Sales,10,Północ,Yes
6232,Marta Kowalski,348,Agent wyłączny,12,Centrum,Yes
6233,Joanna Lewandowski,212,Agent wyłączny,10,Centrum,Yes
6234,Marta Kowalczyk,170,Broker,15,Zachód,Yes
6235,Piotr Lewandowski,391,Multiagent,17,Wschód,Yes
6236,Magdalena Kowalski,100,Partner,8,Centrum,Yes
6237,Piotr Woźniak,385,Broker,0,Wschód,Yes
6238,Jakub Kowalczyk,391,Agent wyłączny,4,Zachód,Yes
6239,Michał Zieliński,99,Partner,8,Południe,No
6240,Monika Szymański,245,Direct Sales,7,Północ,Yes
6241,Marcin Woźniak,322,Multiagent,14,Północ,Yes
6242,Anna Woźniak,217,Partner,8,Zachód,Yes
6243,Tomasz Kowalski,314,Agent wyłączny,6,Wschód,Yes
6244,Tomasz Kowalski,329,Agent wyłączny,10,Południe,Yes
6245,Adam Wiśniewski,402,Broker,6,Wschód,Yes
6246,Katarzyna Kowalczyk,410,Agent wyłączny,16,Południe,Yes
6247,Magdalena Kamiński,416,Partner,16,Południe,Yes
6248,Piotr Zieliński,389,Direct Sales,14,Centrum,Yes
6249,Katarzyna Kamiński,42,Multiagent,9,Zachód,Yes
6250,Marcin Nowak,52,Agent wyłączny,5,Zachód,Yes
6251,Joanna Szymański,309,Broker,3,Zachód,Yes
6252,Anna Kowalczyk,88,Agent wyłączny,8,Południe,Yes
6253,Jakub Woźniak,62,Agent wyłączny,10,Południe,Yes
6254,Michał Lewandowski,164,Broker,10,Wschód,Yes
6255,Michał Woźniak,277,Partner,18,Centrum,Yes
6256,Krzysztof Woźniak,139,Broker,8,Południe,Yes
6257,Piotr Nowak,383,Agent wyłączny,2,Centrum,Yes
6258,Marcin Kowalczyk,18,Multiagent,18,Północ,Yes
6259,Marcin Kamiński,126,Broker,15,Południe,Yes
6260,Monika Wójcik,14,Agent wyłączny,13,Centrum,Yes
6261,Michał Zieliński,46,Multiagent,20,Południe,Yes
6262,Anna Kowalczyk,116,Agent wyłączny,15,Wschód,Yes
6263,Marta Kowalczyk,360,Broker,13,Zachód,No
6264,Monika Wójcik,189,Agent wyłączny,9,Centrum,Yes
6265,Ewa Kowalczyk,347,Partner,15,Południe,Yes
6266,Adam Wiśniewski,420,Broker,5,Centrum,Yes
6267,Adam Lewandowski,321,Agent wyłączny,15,Wschód,Yes
6268,Joanna Kowalski,344,Broker,5,Wschód,Yes
6269,Paweł Nowak,129,Multiagent,2,Centrum,Yes
6270,Marta Wiśniewski,272,Multiagent,19,Zachód,Yes
6271,Marcin Szymański,412,Agent wyłączny,8,Południe,Yes
6272,Marcin Kamiński,211,Broker,10,Centrum,Yes
6273,Ewa Wójcik,409,Agent wyłączny,4,Wschód,Yes
6274,Agnieszka Kowalczyk,403,Agent wyłączny,16,Północ,Yes
6275,Marcin Wiśniewski,293,Direct Sales,8,Południe,Yes
6276,Marta Kowalski,44,Multiagent,16,Południe,Yes
6277,Krzysztof Kowalczyk,77,Partner,15,Zachód,Yes
6278,Adam Kowalski,291,Broker,6,Centrum,Yes
6279,Marta Wójcik,417,Multiagent,4,Południe,Yes
6280,Michał Szymański,20,Multiagent,2,Centrum,Yes
6281,Ewa Wiśniewski,321,Agent wyłączny,12,Północ,Yes
6282,Magdalena Kowalski,240,Agent wyłączny,2,Wschód,Yes
6283,Monika Szymański,223,Agent wyłączny,7,Północ,Yes
6284,Piotr Zieliński,318,Multiagent,11,Zachód,Yes
6285,Krzysztof Zieliński,121,Agent wyłączny,9,Centrum,Yes
6286,Michał Wójcik,97,Multiagent,0,Południe,Yes
6287,Anna Kowalski,241,Agent wyłączny,14,Południe,Yes
6288,Joanna Zieliński,230,Multiagent,20,Północ,Yes
6289,Katarzyna Lewandowski,24,Agent wyłączny,17,Centrum,Yes
6290,Krzysztof Wiśniewski,11,Direct Sales,10,Zachód,Yes
6291,Michał Kowalczyk,267,Multiagent,11,Północ,Yes
6292,Krzysztof Wiśniewski,49,Broker,14,Centrum,Yes
6293,Michał Kowalczyk,240,Multiagent,14,Centrum,Yes
6294,Marta Woźniak,349,Multiagent,8,Północ,Yes
6295,Krzysztof Zieliński,214,Broker,2,Północ,Yes
6296,Agnieszka Zieliński,162,Multiagent,15,Wschód,No
6297,Ewa Kamiński,334,Agent wyłączny,19,Południe,Yes
6298,Monika Nowak,46,Agent wyłączny,2,Północ,No
6299,Paweł Zieliński,126,Agent wyłączny,8,Północ,Yes
6300,Ewa Szymański,267,Agent wyłączny,8,Południe,Yes
6301,Michał Zieliński,291,Agent wyłączny,20,Północ,No
6302,Piotr Nowak,261,Agent wyłączny,20,Południe,Yes
6303,Krzysztof Zieliński,216,Multiagent,19,Centrum,Yes
6304,Monika Lewandowski,305,Partner,20,Północ,Yes
6305,Jakub Kowalski,268,Agent wyłączny,8,Południe,Yes
6306,Ewa Wójcik,420,Multiagent,11,Zachód,Yes
6307,Agnieszka Lewandowski,389,Agent wyłączny,7,Południe,Yes
6308,Agnieszka Woźniak,77,Multiagent,10,Zachód,Yes
6309,Joanna Woźniak,241,Partner,14,Południe,Yes
6310,Magdalena Woźniak,330,Multiagent,15,Południe,Yes
6311,Katarzyna Wójcik,115,Multiagent,0,Północ,Yes
6312,Paweł Szymański,7,Partner,18,Zachód,Yes
6313,Marcin Kowalski,136,Broker,0,Centrum,Yes
6314,Jakub Szymański,110,Direct Sales,5,Południe,Yes
6315,Marta Wiśniewski,101,Direct Sales,16,Wschód,Yes
6316,Piotr Wójcik,257,Agent wyłączny,6,Południe,Yes
6317,Marta Zieliński,352,Agent wyłączny,17,Wschód,Yes
6318,Magdalena Zieliński,251,Direct Sales,17,Zachód,Yes
6319,Ewa Woźniak,379,Broker,6,Północ,Yes
6320,Piotr Kowalczyk,347,Multiagent,17,Wschód,Yes
6321,Paweł Wiśniewski,67,Agent wyłączny,14,Centrum,Yes
